,Date,Versus,Ground,D/N*,How Dismissed,Runs,B/F,S/R,,Aggr,Avg,S/R
132,22-03-2002,South Africa,Wanderers Stadium,No,c N Boje b M Ntini,14,22,63.64,,4814,41.15,75.44
133,24-03-2002,South Africa,SuperSport Park,No,c & b N Boje,0,1,0,,4814,40.8,75.43
134,27-03-2002,South Africa,Senwes Park,No,run out,3,11,27.27,,4817,40.48,75.35
135,30-03-2002,South Africa,Mangaung Oval,No,c S M Pollock b J H Kallis,129,126,102.38,,4946,41.22,75.87
136,03-04-2002,South Africa,Kingsmead,Yes,not out,44*,54,81.48,,4990,41.58,75.92
137,06-04-2002,South Africa,St George's Park,No,c S M Pollock b J H Kallis,92,107,85.98,,5082,42,76.08
138,09-04-2002,South Africa,Newlands,Yes,lbw b R Telemachus,1,3,33.33,,5083,41.66,76.06
139,12-06-2002,Pakistan,Etihad Stadium,Yes,c †Rashid Latif b Shahid Afridi,13,26,50,,5096,41.43,75.96
140,15-06-2002,Pakistan,Etihad Stadium,Yes,c & b Wasim Akram,0,2,0,,5096,41.1,75.94
141,19-06-2002,Pakistan,Brisbane Cricket Ground,Yes,b Shoaib Akhtar,14,22,63.64,,5110,40.88,75.89
142,30-08-2002,Pakistan,Gymkhana Club Ground,No,c & b Shahid Afridi,65,72,90.28,,5175,41.07,76.05
143,02-09-2002,Kenya,Gymkhana Club Ground,No,did not bat,-,-,-,,5175,41.07,76.05
144,04-09-2002,Pakistan,Gymkhana Club Ground,No,retired hurt,21*,24,87.5,,5196,41.24,76.09
145,07-09-2002,Pakistan,Gymkhana Club Ground,No,not out,29*,33,87.88,,5225,41.47,76.14
146,15-09-2002,New Zealand,Sinhalese Sports Club Ground,No,c S P Fleming b S E Bond,37,31,119.35,,5262,41.43,76.34
147,19-09-2002,Bangladesh,Sinhalese Sports Club Ground,No,not out,9*,6,150,,5271,41.5,76.4
148,27-09-2002,Sri Lanka,R Premadasa Stadium,Yes,lbw b W P U J C Vaas,3,22,13.64,,5274,41.2,76.2
149,13-12-2002,England,Sydney Cricket Ground,Yes,c R C Irani b I D Blackwell,18,30,60,,5292,41.02,76.13
150,15-12-2002,England,Melbourne Cricket Ground,Yes,c O A Shah b I D Blackwell,119,123,96.75,,5411,41.62,76.49
151,22-12-2002,Sri Lanka,WACA Ground,Yes,b R A P Nissanka,17,21,80.95,,5428,41.44,76.5
152,09-01-2003,Sri Lanka,Sydney Cricket Ground,Yes,c H P Tillakaratne b P W Gunaratne,15,16,93.75,,5443,41.23,76.54
153,11-01-2003,England,Bellerive Oval,No,c †A J Stewart b J M Anderson,15,20,75,,5458,41.04,76.54
154,15-01-2003,Sri Lanka,Brisbane Cricket Ground,Yes,st K C Sangakkara b P A de Silva,15,40,37.5,,5473,40.84,76.32
155,21-01-2003,Sri Lanka,Melbourne Cricket Ground,Yes,not out,106*,97,109.28,,5579,41.63,76.76
156,23-01-2003,England,Sydney Cricket Ground,Yes,did not bat,-,-,-,,5579,41.63,76.76
157,25-01-2003,England,Melbourne Cricket Ground,Yes,c A Flintoff b A R Caddick,1,8,12.5,,5580,41.33,76.69
158,11-02-2003,Pakistan,Wanderers Stadium,No,c Taufeeq Umar b Shoaib Akhtar,53,67,79.1,,5633,41.42,76.71
159,15-02-2003,India,SuperSport Park,No,not out,24*,24,100,,5657,41.6,76.79
160,20-02-2003,Netherlands,Senwes Park,No,did not bat,-,-,-,,5657,41.6,76.79
161,24-02-2003,Zimbabwe,Queens Sports Club,No,c & b B A Murphy,38,63,60.32,,5695,41.57,76.65
162,27-02-2003,Namibia,Senwes Park,No,c D B Kotze b L J Burger,2,9,22.22,,5697,41.28,76.58
163,02-03-2003,England,St George's Park,No,c A F Giles b A R Caddick,18,21,85.71,,5715,41.12,76.61
164,07-03-2003,Sri Lanka,SuperSport Park,No,c †K C Sangakkara b C R D Fernando,114,109,104.59,,5829,41.64,77.01
165,11-03-2003,New Zealand,St George's Park,No,c S P Fleming b S E Bond,6,20,30,,5835,41.38,76.89
166,15-03-2003,Kenya,Kingsmead,Yes,lbw b A Y A Karim,18,30,60,,5853,41.22,76.82
167,18-03-2003,Sri Lanka,St George's Park,No,c S T Jayasuriya b W P U J C Vaas,2,8,25,,5855,40.94,76.77
